origins,destinations,path,free_flow_time
145,184,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 137166980 987192105 28830918 25690544 1184058091 258918300 298293210 291765005 304405012 304405009 -304405005 -28830924 137166963#1 137166963#2 4275898 982048017 982048015 40453606#0 1268628417 4316551 43197358 171962377#0 1177966477 982048012 -4316554 axenstrasse_exit,17.26911425773729
145,184,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 137166980 987192105 28830918 25690544 1184058091 258918300 298293210 291765005 304405012 304405009 -304405005 -28830924 137166963#1 137166963#2 4275898 982048017 982048015 40453606#0 1268628417 4316551 43197358 171962377#0 1177966477 982048012 -4316554 axenstrasse_exit,17.26911425773729
145,186,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1194455035 137166979 185990241 39472250#0 39472250#1,2.205318921081441
145,187,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 1243611191 1125292389#0 1125292390#0 1125292390#1 184913667,37.057270452302134
145,187,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 1243611191 1125292389#0 1125292390#0 1125292390#1 184913667,37.057270452302134
145,187,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 1243611191 1125292389#0 1125292390#0 1125292390#1 184913667,37.057270452302134
145,188,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 30657188#4 1243611192 22722567#0 184913169#2,35.443450749597524
145,188,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 30657188#4 1243611192 22722567#0 184913169#2,35.443450749597524
145,188,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 30657188#4 1243611192 22722567#0 184913169#2,35.443450749597524
145,188,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 30657188#4 1243611192 22722567#0 184913169#2,35.443450749597524
145,188,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 30657188#4 1243611192 22722567#0 184913169#2,35.443450749597524
145,188,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 30657188#4 1243611192 22722567#0 184913169#2,35.443450749597524
145,191,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 137166980 987192105 28830918 25690544 1184058091 258918300 298293210 291765005 304405012 304405009 -304405005 -28830924 137166963#1 1320061334 258918254#0 258918254#3 258918254#6 976400124 -4306197#4 -647491744#1 -4306199#4 -4306200#9 495532715#0 495532715#3 altdorf_entry 4334004#1 1057663492#0 27665110#0 27665110#2 27665110#5 496300699#0 496300699#1 345246838 184901801#0 4334011#3 4334011#1 27665034#0 1221385239#0 184902356#1 184902356#2 686911532#0 686911532#2 1221385265#0 1221385265#1 burglen_exit 686911533#10 686911533#11 686911533#12 686911533#13 686911533#14 686911533#16 39189078#0 975786587#0 1225169384#0 184919234 1221064457#0 975786591#0 975786592 1228711737,26.507231720952063
145,195,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 93293343#5 93293343#6 1282534770 35192918 1280026025 70573572 1355624955#2 35164919#0 184904894#0 E6 E5 128803936 554703504#0 48038772 39574492 39574493#0 136646982 184915794#1 184915794#3 136646983#1 136646985 136646987#0 136646987#2 316146376 233740631#0 136646894 268749757,45.480236051768436
145,195,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 93293343#5 93293343#6 1282534770 35192918 1280026025 70573572 1355624955#2 35164919#0 184904894#0 E6 E5 128803936 554703504#0 48038772 39574492 39574493#0 136646982 184915794#1 184915794#3 136646983#1 136646985 136646987#0 136646987#2 316146376 233740631#0 136646894 268749757,45.480236051768436
145,195,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 93293343#5 93293343#6 1282534770 35192918 1280026025 70573572 1355624955#2 35164919#0 184904894#0 E6 E5 128803936 554703504#0 48038772 39574492 39574493#0 136646982 184915794#1 184915794#3 136646983#1 136646985 136646987#0 136646987#2 316146376 233740631#0 136646894 268749757,45.480236051768436
145,197,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 1267880145 26245624 1239461761 477570852 1239461755#1 477570859#1 477570853#0 1194474094#0 wassen_exit -231634585#3 -1267880154#0 -74761697 -26825654#0 -1241895949 -26825653#1 -105723923#2 -372395820#4 -231634584#1,30.48426034288094
145,197,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 1267880145 26245624 1239461761 477570852 1239461755#1 477570859#1 477570853#0 1194474094#0 wassen_exit -231634585#3 -1267880154#0 -74761697 -26825654#0 -1241895949 -26825653#1 -105723923#2 -372395820#4 -231634584#1,30.48426034288094
145,197,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 1267880145 26245624 1239461761 477570852 1239461755#1 477570859#1 477570853#0 1194474094#0 wassen_exit -231634585#3 -1267880154#0 -74761697 -26825654#0 -1241895949 -26825653#1 -105723923#2 -372395820#4 -231634584#1,30.48426034288094
146,146,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -686911533#3 -1221385265#0 -105905396#1 -686911532#0 -497625446#3 -184902356#1 -970631601#0 -27665034#1,10.705974855695446
146,182,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -33446633#0 -1206557145#2 -33446623#5 -33446623#2 -32881546#2 -32881545 -32911345#5 -1361705097#3 -32860709#4 -27665800#1 -27744610#13 -27744610#12 -27744610#10 -27744610#9 -27744610#8 -27744610#7 schattdorf_entry 1057663493#0 110493360#6 110493360#7 382397059#0 1179840015 1179840018 495509368#1 139960776#1 1227355874 175771446#5 175771446#0 175771446#1 1227355865 1227355867 382397062 1227355864 175771445#0 645643600 537680525 500049926#3 40847862#0 40847862#1 1249503597 500049929#0 500049929#3 -304437986 -304437988 1209159864 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.423077678470378
146,182,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -33446633#0 -1206557145#2 -33446623#5 -33446623#2 -32881546#2 -32881545 -32911345#5 -1361705097#3 -32860709#4 -27665800#1 -27744610#13 -27744610#12 -27744610#10 -27744610#9 -27744610#8 -27744610#7 schattdorf_entry 1057663493#0 110493360#6 110493360#7 382397059#0 1179840015 1179840018 495509368#1 139960776#1 1227355874 175771446#5 175771446#0 175771446#1 1227355865 1227355867 382397062 1227355864 175771445#0 645643600 537680525 500049926#3 40847862#0 40847862#1 1249503597 500049929#0 500049929#3 -304437986 -304437988 1209159864 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.423077678470378
146,182,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -33446633#0 -1206557145#2 -33446623#5 -33446623#2 -32881546#2 -32881545 -32911345#5 -1361705097#3 -32860709#4 -27665800#1 -27744610#13 -27744610#12 -27744610#10 -27744610#9 -27744610#8 -27744610#7 schattdorf_entry -1246004176#2 -27744527#3 495510482#0 975788276#0 1179840015 1179840018 495509368#1 139960776#1 1227355874 175771446#5 175771446#0 175771446#1 1227355865 1227355867 382397062 1227355864 175771445#0 645643600 537680525 500049926#3 40847862#0 40847862#1 1249503597 500049929#0 500049929#3 -304437986 -304437988 1209159864 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,29.384409882871832
146,182,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -33446633#0 -1206557145#2 -33446623#5 -33446623#2 -32881546#2 -32881545 -32911345#5 -1361705097#3 -32860709#4 -27665800#1 -27744610#13 -27744610#12 -27744610#10 -27744610#9 -27744610#8 -27744610#7 schattdorf_entry -1246004176#2 -27744527#3 495510482#0 975788276#0 1179840015 1179840018 495509368#1 139960776#1 1227355874 175771446#5 175771446#0 175771446#1 1227355865 1227355867 382397062 1227355864 175771445#0 645643600 537680525 500049926#3 40847862#0 40847862#1 1249503597 500049929#0 500049929#3 -304437986 -304437988 1209159864 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,29.384409882871832
146,184,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -686911533#3 -1221385265#0 -105905396#1 -686911532#0 -497625446#3 -184902356#1 -970631601#0 -27665034#1 4334011#2 -184901801#1 -184901800 496300699#2 496300699#3 -1213439396 -27665110#4 -27665110#1 -192681915#1 -4334004#4 altdorf_exit -495532715#14 -495532715#2 4306201#0 4306199#0 647491744#0 4306197#1 184901480#1 -258918251#1 -258918254#5 -258918254#2 -258918252 137166963#2 4275898 982048017 982048015 40453606#0 1268628417 4316551 43197358 171962377#0 1177966477 982048012 -4316554 axenstrasse_exit,18.377220887529063
146,184,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -686911533#3 -1221385265#0 -105905396#1 -686911532#0 -497625446#3 -184902356#1 -970631601#0 -27665034#1 4334011#2 -184901801#1 -184901800 496300699#2 496300699#3 -1213439396 -27665110#4 -27665110#1 -192681915#1 -4334004#4 altdorf_exit -495532715#14 -495532715#2 4306201#0 4306199#0 647491744#0 4306197#1 184901480#1 -258918251#1 -258918254#5 -258918254#2 -258918252 137166963#2 4275898 982048017 982048015 40453606#0 1268628417 4316551 43197358 171962377#0 1177966477 982048012 -4316554 axenstrasse_exit,18.377220887529063
146,187,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -33446633#0 -1206557145#2 -33446623#5 -33446623#2 -32881546#2 -32881545 -32911345#5 -1361705097#3 -32860709#4 -27665800#1 -27744610#13 -27744610#12 -27744610#10 -27744610#9 -27744610#8 -27744610#7 schattdorf_entry -1246004176#2 -27744527#3 495510482#0 975788276#0 1179840015 1179840018 495509368#1 139960776#1 1227355874 175771446#5 175771446#0 175771446#1 1227355865 1227355867 382397062 1227355864 175771445#0 645643600 537680525 500049926#3 40847862#0 40847862#1 1249503597 500049929#0 500049929#3 -304437986 -304437988 1209159864 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 1243611191 1125292389#0 1125292390#0 1125292390#1 184913667,38.40457754207623
146,187,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -33446633#0 -1206557145#2 -33446623#5 -33446623#2 -32881546#2 -32881545 -32911345#5 -1361705097#3 -32860709#4 -27665800#1 -27744610#13 -27744610#12 -27744610#10 -27744610#9 -27744610#8 -27744610#7 schattdorf_entry 1057663493#0 110493360#6 110493360#7 382397059#0 1179840015 1179840018 495509368#1 139960776#1 1227355874 175771446#5 175771446#0 175771446#1 1227355865 1227355867 382397062 1227355864 175771445#0 645643600 537680525 500049926#3 40847862#0 40847862#1 1249503597 500049929#0 500049929#3 -304437986 -304437988 1209159864 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 1243611191 1125292389#0 1125292390#0 1125292390#1 184913667,37.443245337674774
146,187,-405939845#2 -975786593 -1227416080#1 -1227416064 -1221064455 -192700367#2 -975786588 -39189078#2 -686911533#18 -686911533#14 -686911533#13 -686911533#12 -686911533#11 -686911533#10 burglen_entry -33446633#0 -1206557145#2 -33446623#5 -33446623#2 -32881546#2 -32881545 -32911345#5 -1361705097#3 -32860709#4 -27665800#1 -27744610#13 -27744610#12 -27744610#10 -27744610#9 -27744610#8 -27744610#7 schattdorf_entry -1246004176#2 -27744527#3 495510482#0 975788276#0 1179840015 1179840018 495509368#1 139960776#1 1227355874 175771446#5 175771446#0 175771446#1 1227355865 1227355867 382397062 1227355864 175771445#0 645643600 537680525 500049926#3 40847862#0 40847862#1 1249503597 500049929#0 500049929#3 -304437986 -304437988 1209159864 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 43346331#0 1316288013 304476606 4212603#3 4212603#4 1194954747#0 1194954753 26825652#0 1194954756 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 39492748 -51862993 -302189132#1 -302189132#0 -26824393 -1125292400 -22720752#3 -1125292399 -22724226#1 70573579 1195038724 1022910646 1125292398 47999383 1125292387 356366086 1243611190#1 30657188#3 1243611191 1125292389#0 1125292390#0 1125292390#1 184913667,38.40457754207623
